starting
0, 328, 328, 328, 328,
1, 328, 328, 328, 328,
2, 328, 329, 328, 328,
4, 329, 329, 329, 330,
5, 329, 330, 329, 329,
7, 329, 329, 329, 329,
8, 329, 329, 329, 329,
10, 329, 330, 329, 329,
12, 329, 329, 329, 329,
14, 329, 330, 329, 329,
16, 329, 330, 328, 330,
19, 329, 329, 328, 328,
21, 329, 329, 329, 329,
23, 329, 330, 327, 330,
25, 329, 329, 329, 329,
27, 328, 329, 329, 329,
29, 329, 330, 329, 330,
32, 327, 330, 329, 329,
34, 329, 329, 329, 329,
36, 329, 330, 329, 329,
38, 329, 330, 329, 330,
40, 329, 329, 329, 329,
43, 329, 329, 328, 329,
46, 329, 329, 329, 329,
48, 328, 329, 329, 327,
50, 329, 330, 329, 330,
52, 329, 329, 331, 329,
54, 328, 330, 329, 329,
56, 329, 333, 329, 329,
58, 329, 330, 328, 329,
61, 333, 329, 328, 329,
63, 329, 329, 329, 329,
65, 329, 330, 329, 329,
67, 329, 329, 329, 330,
69, 329, 329, 329, 329,
71, 329, 330, 329, 329,
74, 329, 329, 329, 329,
76, 329, 330, 329, 330,
78, 329, 329, 329, 329,
80, 328, 331, 330, 329,
82, 329, 329, 329, 329,
84, 329, 330, 329, 330,
88, 329, 329, 329, 329,
90, 331, 329, 329, 329,
92, 329, 330, 330, 330,
94, 329, 329, 330, 330,
96, 328, 330, 329, 329,
98, 329, 329, 329, 330,
100, 328, 329, 330, 329,
103, 328, 330, 329, 329,
105, 329, 330, 331, 329,
107, 330, 329, 330, 329,
109, 329, 329, 329, 330,
112, 329, 330, 329, 329,
114, 328, 330, 328, 329,
116, 329, 330, 329, 330,
118, 329, 329, 329, 330,
121, 329, 329, 329, 329,
123, 329, 329, 329, 328,
125, 329, 329, 329, 329,
128, 329, 329, 330, 329,
131, 329, 329, 330, 329,
133, 329, 329, 330, 329,
135, 329, 328, 328, 329,
137, 328, 329, 330, 330,
140, 328, 329, 330, 329,
142, 329, 329, 329, 329,
144, 329, 329, 330, 330,
146, 329, 330, 329, 329,
149, 329, 329, 330, 329,
151, 329, 329, 329, 329,
153, 329, 329, 330, 330,
155, 329, 329, 330, 329,
158, 329, 329, 329, 329,
160, 329, 329, 330, 328,
162, 329, 329, 332, 329,
164, 329, 329, 330, 329,
166, 329, 329, 330, 329,
169, 328, 329, 330, 329,
172, 329, 329, 330, 329,
174, 328, 329, 330, 329,
176, 328, 329, 330, 329,
179, 329, 329, 330, 333,
181, 329, 328, 330, 329,
183, 329, 328, 330, 329,
185, 329, 329, 330, 329,
188, 329, 329, 329, 328,
190, 329, 329, 330, 329,
192, 329, 329, 330, 330,
194, 329, 328, 329, 329,
197, 328, 329, 330, 329,
199, 329, 329, 329, 329,
201, 329, 329, 330, 329,
203, 329, 329, 329, 328,
206, 329, 329, 330, 329,
208, 329, 329, 330, 329,
210, 329, 329, 329, 329,
212, 328, 330, 330, 330,
216, 328, 329, 330, 329,
218, 329, 329, 330, 329,
220, 329, 329, 330, 330,
222, 328, 329, 330, 330,
225, 328, 329, 329, 328,
227, 328, 330, 329, 329,
229, 328, 329, 329, 329,
231, 328, 329, 329, 329,
233, 329, 329, 329, 329,
236, 328, 329, 330, 330,
238, 328, 329, 329, 329,
240, 328, 329, 329, 329,
242, 328, 329, 329, 329,
245, 328, 329, 329, 329,
247, 329, 329, 330, 329,
249, 328, 329, 329, 329,
251, 328, 330, 330, 329,
254, 328, 329, 329, 329,
257, 329, 329, 329, 329,
259, 329, 329, 329, 329,
261, 329, 329, 329, 329,
264, 328, 330, 330, 329,
266, 329, 330, 329, 329,
268, 329, 329, 329, 329,
270, 328, 329, 329, 329,
273, 328, 329, 329, 328,
275, 328, 329, 327, 329,
277, 328, 330, 329, 329,
279, 328, 328, 329, 329,
282, 331, 330, 329, 329,
284, 329, 329, 330, 329,
286, 328, 329, 329, 329,
288, 329, 329, 329, 329,
291, 329, 329, 330, 329,
293, 329, 328, 330, 329,
295, 329, 329, 330, 330,
297, 328, 329, 330, 330,
300, 329, 328, 330, 328,
303, 329, 329, 331, 329,
305, 329, 329, 330, 330,
307, 329, 329, 330, 329,
309, 329, 329, 330, 330,
312, 329, 329, 330, 329,
314, 329, 330, 329, 329,
316, 328, 329, 330, 330,
318, 329, 330, 330, 329,
321, 329, 329, 330, 330,
323, 328, 330, 328, 329,
325, 328, 329, 329, 329,
327, 328, 330, 329, 329,
330, 328, 329, 329, 328,
332, 328, 329, 329, 329,
334, 328, 329, 329, 330,
336, 328, 330, 329, 329,
339, 330, 327, 329, 330,
342, 328, 330, 329, 330,
344, 328, 330, 329, 330,
346, 327, 329, 329, 330,
349, 328, 329, 329, 330,
351, 328, 330, 329, 330,
353, 328, 330, 329, 330,
355, 328, 333, 329, 330,
357, 328, 330, 329, 330,
360, 328, 330, 329, 329,
362, 328, 329, 329, 330,
364, 328, 330, 329, 330,
366, 328, 329, 329, 330,
369, 328, 330, 329, 330,
371, 328, 330, 332, 329,
373, 327, 329, 329, 330,
375, 327, 329, 330, 330,
378, 328, 330, 329, 330,
380, 327, 330, 329, 330,
382, 328, 330, 329, 330,
385, 327, 329, 329, 330,
388, 327, 330, 329, 328,
390, 328, 330, 329, 330,
392, 328, 329, 329, 330,
394, 328, 329, 329, 330,
397, 328, 329, 330, 330,
399, 328, 329, 328, 329,
401, 328, 330, 330, 330,
403, 328, 329, 330, 330,
406, 328, 329, 329, 330,
408, 329, 329, 330, 329,
410, 328, 329, 329, 330,
412, 327, 330, 330, 330,
415, 327, 330, 329, 330,
417, 328, 330, 330, 330,
419, 329, 329, 330, 330,
421, 327, 329, 329, 330,
423, 328, 329, 330, 330,
427, 327, 330, 330, 329,
429, 328, 329, 331, 329,
431, 328, 329, 330, 330,
433, 326, 329, 330, 330,
436, 327, 329, 330, 330,
438, 328, 330, 330, 330,
440, 327, 329, 331, 330,
442, 327, 329, 330, 330,
445, 327, 329, 330, 333,
447, 328, 329, 330, 330,
449, 327, 328, 331, 329,
451, 327, 329, 330, 330,
454, 327, 329, 330, 329,
456, 328, 329, 330, 329,
458, 328, 329, 330, 329,
460, 327, 329, 330, 329,
463, 328, 329, 330, 329,
465, 327, 328, 330, 329,
467, 327, 329, 330, 329,
470, 327, 329, 330, 329,
473, 327, 329, 330, 329,
475, 327, 328, 330, 329,
477, 327, 329, 330, 329,
479, 327, 328, 330, 329,
482, 327, 328, 330, 329,
484, 327, 329, 330, 329,
486, 326, 329, 330, 329,
488, 326, 329, 331, 329,
490, 326, 329, 330, 329,
493, 328, 329, 330, 329,
495, 328, 328, 330, 329,
497, 326, 329, 330, 329,
499, 327, 329, 330, 329,
502, 327, 329, 330, 329,
504, 327, 328, 330, 329,
506, 327, 329, 330, 329,
508, 327, 329, 331, 330,
512, 327, 329, 330, 330,
514, 327, 329, 330, 329,
516, 326, 328, 330, 330,
518, 327, 329, 330, 329,
521, 327, 328, 330, 330,
523, 327, 328, 328, 329,
525, 326, 328, 330, 329,
527, 327, 328, 330, 330,
530, 327, 327, 329, 330,
532, 327, 328, 330, 330,
534, 326, 328, 330, 329,
536, 327, 328, 330, 330,
539, 327, 329, 329, 329,
541, 327, 328, 331, 329,
543, 327, 329, 330, 330,
545, 326, 328, 330, 330,
548, 329, 328, 330, 330,
550, 327, 328, 330, 330,
552, 328, 328, 330, 330,
555, 328, 327, 330, 330,
557, 327, 327, 331, 330,
560, 328, 328, 330, 330,
562, 327, 328, 331, 331,
564, 328, 332, 332, 329,
566, 328, 328, 331, 330,
569, 328, 328, 331, 330,
571, 328, 328, 331, 330,
573, 328, 328, 331, 330,
575, 328, 328, 331, 329,
578, 328, 329, 330, 329,
580, 328, 328, 334, 330,
582, 327, 329, 331, 330,
584, 328, 328, 331, 329,
587, 327, 329, 330, 329,
589, 327, 329, 330, 329,
591, 327, 328, 330, 330,
593, 328, 328, 331, 330,
596, 328, 329, 331, 329,
599, 327, 329, 330, 329,
601, 328, 328, 331, 329,
603, 328, 329, 331, 330,
606, 331, 329, 331, 330,
608, 329, 329, 331, 329,
610, 329, 329, 330, 329,
612, 327, 329, 331, 329,
615, 328, 329, 330, 330,
617, 328, 329, 330, 329,
619, 329, 328, 331, 329,
621, 328, 331, 331, 330,
623, 328, 329, 330, 329,
626, 328, 329, 331, 329,
628, 328, 328, 330, 329,
630, 328, 329, 330, 329,
632, 329, 329, 330, 329,
635, 328, 329, 331, 330,
637, 328, 329, 335, 329,
640, 329, 330, 331, 330,
642, 328, 330, 331, 330,
645, 329, 329, 331, 330,
647, 328, 329, 330, 330,
649, 328, 329, 330, 330,
651, 328, 330, 330, 330,
654, 328, 330, 330, 329,
656, 329, 329, 330, 330,
658, 327, 330, 330, 331,
660, 329, 330, 330, 330,
663, 329, 330, 329, 331,
665, 329, 330, 330, 330,
667, 329, 330, 330, 331,
669, 329, 330, 330, 331,
672, 329, 329, 330, 330,
674, 329, 330, 330, 330,
676, 329, 330, 330, 330,
678, 329, 330, 330, 330,
681, 329, 329, 331, 330,
684, 329, 330, 330, 330,
686, 328, 330, 330, 331,
688, 329, 330, 330, 330,
690, 329, 330, 330, 330,
693, 329, 330, 329, 331,
695, 329, 329, 330, 331,
697, 328, 330, 329, 330,
699, 328, 330, 330, 330,
702, 329, 329, 329, 330,
704, 329, 330, 329, 330,
706, 329, 330, 330, 330,
708, 329, 330, 329, 331,
711, 329, 330, 329, 333,
713, 329, 330, 329, 331,
715, 329, 329, 329, 331,
717, 329, 330, 329, 330,
720, 329, 330, 329, 331,
722, 329, 330, 329, 330,
724, 329, 329, 329, 330,
727, 329, 330, 329, 330,
730, 329, 330, 329, 330,
732, 330, 329, 328, 331,
734, 329, 329, 329, 331,
736, 329, 330, 329, 331,
739, 328, 330, 329, 330,
741, 330, 330, 329, 331,
743, 330, 330, 329, 331,
745, 329, 330, 329, 331,
748, 329, 330, 329, 330,
750, 329, 329, 328, 330,
752, 329, 330, 329, 331,
754, 329, 329, 329, 330,
756, 329, 330, 329, 331,
759, 330, 330, 329, 331,
761, 330, 329, 329, 331,
763, 329, 329, 329, 330,
765, 329, 330, 329, 330,
769, 330, 329, 329, 330,
771, 329, 329, 329, 330,
773, 329, 329, 329, 330,
775, 329, 329, 329, 330,
778, 329, 330, 330, 330,
780, 329, 329, 329, 330,
782, 330, 329, 329, 331,
784, 329, 329, 329, 330,
787, 329, 329, 329, 330,
789, 330, 329, 327, 331,
791, 330, 329, 329, 330,
793, 329, 329, 329, 330,
796, 330, 329, 329, 330,
798, 330, 329, 329, 330,
800, 329, 329, 329, 330,
802, 330, 330, 329, 330,
805, 330, 329, 329, 329,
807, 330, 329, 329, 330,
809, 329, 329, 330, 330,
812, 329, 329, 329, 329,
814, 329, 329, 329, 330,
817, 329, 328, 329, 330,
819, 330, 329, 329, 330,
821, 329, 329, 329, 330,
823, 329, 329, 329, 330,
826, 329, 329, 328, 330,
828, 330, 328, 329, 330,
830, 330, 334, 328, 329,
832, 329, 329, 329, 330,
835, 329, 329, 329, 330,
837, 329, 330, 329, 330,
839, 330, 329, 329, 330,
841, 330, 329, 329, 329,
844, 330, 328, 330, 329,
846, 329, 329, 329, 330,
848, 329, 329, 328, 330,
850, 329, 329, 329, 330,
854, 329, 329, 328, 330,
856, 330, 330, 329, 330,
858, 329, 329, 329, 329,
860, 330, 329, 329, 330,
863, 329, 329, 329, 329,
865, 329, 329, 329, 330,
867, 330, 330, 329, 330,
869, 329, 329, 329, 330,
872, 330, 329, 329, 330,
874, 329, 329, 329, 330,
876, 329, 329, 329, 330,
878, 330, 330, 329, 330,
880, 330, 329, 329, 330,
883, 330, 329, 329, 330,
885, 329, 329, 329, 331,
887, 329, 330, 329, 330,
889, 329, 330, 328, 330,
892, 329, 330, 329, 330,
894, 329, 329, 329, 330,
897, 329, 329, 329, 330,
899, 329, 329, 328, 330,
902, 330, 330, 328, 330,
904, 330, 329, 333, 330,
906, 330, 329, 330, 329,
908, 330, 329, 329, 330,
911, 329, 329, 329, 331,
913, 330, 329, 329, 330,
915, 329, 330, 329, 331,
917, 329, 329, 330, 330,
920, 330, 330, 330, 334,
922, 329, 330, 329, 330,
924, 329, 330, 330, 330,
926, 330, 330, 329, 330,
929, 330, 329, 330, 330,
931, 330, 329, 329, 330,
933, 330, 329, 329, 330,
935, 329, 329, 329, 330,
939, 329, 330, 329, 330,
941, 330, 329, 329, 330,
943, 330, 330, 329, 331,
945, 330, 330, 329, 330,
947, 329, 330, 329, 330,
950, 329, 330, 329, 329,
952, 330, 330, 329, 330,
954, 330, 330, 330, 329,
956, 330, 329, 330, 331,
959, 329, 330, 330, 330,
961, 330, 330, 330, 330,
963, 329, 329, 330, 330,
965, 329, 330, 329, 329,
968, 330, 329, 330, 329,
970, 328, 330, 329, 329,
972, 330, 329, 329, 329,
974, 330, 329, 329, 329,
977, 329, 329, 329, 331,
979, 330, 329, 330, 329,
982, 330, 328, 330, 329,
984, 330, 329, 330, 330,
987, 329, 329, 330, 329,
989, 330, 330, 330, 329,
991, 330, 330, 330, 329,
993, 330, 329, 330, 329,
996, 330, 329, 330, 329,
998, 329, 329, 328, 329,
1000, 330, 329, 330, 328,
1002, 329, 327, 330, 331,
1005, 330, 329, 330, 329,
1007, 330, 329, 330, 329,
1009, 330, 329, 330, 328,
1012, 329, 330, 330, 328,
1014, 330, 329, 331, 329,
1016, 329, 329, 330, 329,
1019, 329, 329, 330, 329,
1021, 329, 329, 329, 329,
1024, 329, 329, 330, 330,
1027, 330, 329, 330, 329,
1029, 329, 329, 330, 329,
1031, 330, 329, 330, 329,
1034, 330, 330, 330, 330,
1036, 330, 329, 329, 331,
1038, 329, 329, 330, 329,
1041, 329, 329, 330, 329,
