starting
0, 323, 324, 324, 325,
1, 322, 324, 323, 325,
2, 322, 324, 324, 326,
4, 323, 325, 325, 326,
5, 323, 325, 325, 325,
7, 322, 325, 325, 327,
8, 323, 325, 325, 326,
10, 323, 325, 324, 326,
12, 322, 324, 325, 326,
14, 323, 324, 325, 326,
16, 323, 326, 325, 326,
19, 323, 325, 324, 326,
21, 323, 325, 326, 326,
23, 322, 325, 325, 326,
25, 324, 326, 325, 324,
27, 322, 325, 325, 326,
29, 323, 324, 325, 326,
32, 323, 325, 326, 325,
34, 323, 325, 325, 325,
36, 323, 325, 326, 325,
38, 323, 325, 325, 326,
40, 323, 326, 326, 325,
43, 323, 325, 326, 326,
46, 323, 324, 325, 326,
48, 324, 325, 325, 326,
50, 323, 325, 325, 326,
52, 323, 329, 326, 326,
54, 323, 325, 326, 326,
56, 326, 325, 325, 326,
58, 323, 325, 326, 326,
61, 324, 325, 326, 326,
63, 324, 325, 326, 326,
65, 323, 326, 326, 326,
67, 324, 326, 326, 326,
69, 323, 325, 326, 326,
71, 324, 324, 326, 328,
74, 323, 326, 326, 326,
76, 323, 326, 326, 327,
78, 324, 324, 326, 324,
80, 323, 326, 326, 326,
82, 324, 326, 326, 326,
84, 324, 325, 326, 327,
88, 324, 325, 326, 325,
90, 324, 325, 326, 326,
92, 323, 325, 326, 326,
94, 323, 324, 326, 326,
96, 323, 325, 326, 326,
98, 323, 325, 325, 326,
100, 324, 325, 326, 326,
103, 324, 325, 327, 326,
105, 323, 328, 326, 326,
107, 323, 325, 326, 326,
109, 323, 326, 326, 326,
112, 324, 324, 326, 326,
114, 324, 325, 326, 326,
116, 324, 324, 326, 325,
118, 323, 325, 327, 326,
121, 323, 326, 328, 326,
123, 323, 326, 326, 326,
125, 324, 325, 327, 326,
128, 323, 325, 327, 326,
131, 324, 325, 326, 325,
133, 323, 325, 326, 325,
135, 323, 325, 326, 325,
137, 323, 324, 326, 325,
140, 323, 325, 326, 325,
142, 322, 325, 327, 326,
144, 323, 325, 326, 326,
146, 323, 325, 326, 326,
149, 323, 325, 326, 325,
151, 323, 325, 326, 326,
153, 323, 325, 326, 326,
155, 323, 325, 326, 326,
158, 322, 326, 326, 326,
160, 323, 326, 325, 325,
162, 323, 326, 326, 326,
164, 323, 325, 326, 325,
166, 323, 325, 326, 326,
169, 323, 326, 325, 325,
172, 323, 326, 326, 325,
174, 323, 326, 326, 325,
176, 323, 325, 325, 325,
179, 324, 325, 326, 325,
181, 323, 325, 325, 325,
183, 323, 326, 325, 325,
185, 323, 326, 325, 325,
188, 323, 325, 325, 325,
190, 323, 326, 326, 325,
192, 323, 326, 326, 324,
194, 323, 326, 326, 329,
197, 323, 326, 325, 325,
199, 323, 325, 325, 326,
201, 323, 326, 326, 325,
203, 323, 326, 325, 325,
206, 323, 326, 325, 325,
208, 324, 325, 325, 325,
210, 323, 326, 325, 325,
212, 323, 326, 325, 325,
216, 323, 326, 326, 325,
218, 323, 325, 325, 326,
220, 323, 326, 325, 325,
